Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
TRIU9569960,40FT,3900,KIT,광양,내항,2024-06-03,2024-06-06,40000,확정 이후 연락
CMAU2254318,40FT,4000,BPTS,부산,내항,2024-06-04,2024-06-07,40000,빠른 픽업 가능
MSCU8813190,40HQ,3800,PNCT,평택,내항,2024-06-06,2024-06-11,50000,전화 요망
ONEU1850882,20FT,2100,IFT,인천,내항,2024-06-07,2024-06-12,42000,빠른 픽업 가능
FSCU3178985,40FT,4000,ICT,인천,내항,2024-06-02,2024-06-05,42000,전화 요망
MAEU7361279,40FT,3600,IGCT,군산,내항,2024-06-05,2024-06-08,42000,빠른 픽업 가능
HMMU7779101,20FT,2500,SNCT,인천,외항,2024-06-06,2024-06-10,45000,확정 이후 연락
MSCU6728031,20FT,2400,BCT,부산,외항,2024-06-07,2024-06-10,40000,야간 불가
CMAU2291368,20FT,2100,KIT,광양,내항,2024-06-03,2024-06-07,45000,야간 불가
CMAU8070172,20FT,2500,BPTS,부산,내항,2024-06-05,2024-06-10,50000,전화 요망
MAEU2190385,20FT,2200,PNIT,부산,외항,2024-06-01,2024-06-06,47000,빠른 픽업 가능
EMCU5192561,20FT,2200,GWCT,광양,내항,2024-06-04,2024-06-09,45000,전화 요망
ONEU9688776,20FT,2500,UNCT,울산,내항,2024-06-07,2024-06-10,50000,야간 불가
TCLU9935890,20FT,2400,HBCT,부산,내항,2024-06-03,2024-06-07,47000,야간 불가
MSCU5051026,20FT,2300,ICT,인천,내항,2024-06-04,2024-06-08,45000,빠른 픽업 가능
HMMU3358179,20FT,2100,ICT,인천,내항,2024-06-01,2024-06-05,47000,확정 이후 연락
CMAU8516829,20FT,2300,E1CT,인천,내항,2024-06-04,2024-06-07,50000,야간 불가
TCLU3634757,20FT,2300,E1CT,인천,내항,2024-06-01,2024-06-05,47000,전화 요망
MSCU9238074,40FT,3800,PCTC,평택,내항,2024-06-01,2024-06-05,47000,전화 요망
ONEU6893116,40HQ,4000,PNC,부산,외항,2024-06-04,2024-06-08,42000,확정 이후 연락
EMCU2083611,40HQ,4100,IFT,인천,내항,2024-06-07,2024-06-11,47000,전화 요망
MAEU6368939,40FT,4000,BNCT,부산,외항,2024-06-03,2024-06-08,40000,야간 불가
CMAU1799604,40HQ,3800,IGCT,군산,내항,2024-06-05,2024-06-08,42000,확정 이후 연락
ONEU3673535,20FT,2300,E1CT,인천,내항,2024-06-04,2024-06-08,47000,전화 요망
YMLU3799671,40FT,4000,PNCT,평택,내항,2024-06-03,2024-06-07,42000,전화 요망
MSCU1894911,20FT,2200,BCT,부산,외항,2024-06-07,2024-06-10,40000,빠른 픽업 가능
EMCU5737091,20FT,2100,UNCT,울산,내항,2024-06-03,2024-06-06,40000,야간 불가
ONEU3568744,20FT,2200,PCTC,평택,내항,2024-06-07,2024-06-11,42000,확정 이후 연락
EMCU5001953,20FT,2500,GWCT,광양,내항,2024-06-07,2024-06-12,50000,빠른 픽업 가능
ONEU4861141,20FT,2300,BNCT,부산,외항,2024-06-05,2024-06-09,42000,확정 이후 연락
MSCU5739561,40FT,3900,BPTS,부산,내항,2024-06-06,2024-06-11,50000,확정 이후 연락
MSCU5399846,20FT,2300,BPTG,부산,내항,2024-06-03,2024-06-06,40000,빠른 픽업 가능
FSCU7581613,40FT,3800,PNIT,부산,외항,2024-06-05,2024-06-10,50000,전화 요망
HMMU4307797,40FT,3700,PNCT,평택,내항,2024-06-04,2024-06-09,47000,전화 요망
TCLU8732991,40HQ,4000,PCTC,평택,내항,2024-06-01,2024-06-06,42000,야간 불가
EMCU4546010,20FT,2300,ICT,인천,내항,2024-06-02,2024-06-05,40000,야간 불가
MAEU6422009,20FT,2300,BNCT,부산,외항,2024-06-06,2024-06-10,50000,빠른 픽업 가능
MSCU7872243,40HQ,4000,E1CT,인천,내항,2024-06-04,2024-06-09,40000,확정 이후 연락
ONEU8806714,20FT,2400,TOC,부산,내항,2024-06-06,2024-06-11,42000,확정 이후 연락
TRIU6479523,20FT,2100,KIT,광양,내항,2024-06-02,2024-06-06,42000,빠른 픽업 가능
ONEU9542448,20FT,2200,KIT,광양,내항,2024-06-04,2024-06-09,50000,확정 이후 연락
YMLU7676552,40FT,3600,TOC,부산,내항,2024-06-06,2024-06-10,40000,전화 요망
MAEU3764745,20FT,2100,UNCT,울산,내항,2024-06-06,2024-06-09,45000,확정 이후 연락
MSCU7536238,40FT,4000,SNCT,인천,외항,2024-06-06,2024-06-11,50000,야간 불가
EMCU8832633,40HQ,3900,UNCT,울산,내항,2024-06-07,2024-06-11,42000,전화 요망
FSCU4863013,40HQ,4200,BPTG,부산,내항,2024-06-05,2024-06-08,40000,전화 요망
ONEU1649051,20FT,2400,DGT,부산,외항,2024-06-04,2024-06-07,40000,빠른 픽업 가능
TRIU9531792,40HQ,4100,BNCT,부산,외항,2024-06-01,2024-06-06,42000,야간 불가
MSCU2271642,40HQ,3800,ICT,인천,내항,2024-06-01,2024-06-04,50000,야간 불가
OOLU5556430,40FT,3700,BPTG,부산,내항,2024-06-04,2024-06-08,47000,전화 요망
HMMU1598570,40FT,4000,KIT,광양,내항,2024-06-04,2024-06-09,45000,확정 이후 연락
ONEU5135976,40HQ,3800,ICT,인천,내항,2024-06-02,2024-06-05,45000,빠른 픽업 가능
MSCU1898910,20FT,2300,TOC,부산,내항,2024-06-06,2024-06-11,45000,확정 이후 연락
MSCU1248303,40FT,3800,PNIT,부산,외항,2024-06-03,2024-06-08,45000,빠른 픽업 가능
MAEU7368470,40FT,4000,UNCT,울산,내항,2024-06-02,2024-06-05,45000,전화 요망
MAEU5649367,20FT,2300,SNCT,인천,외항,2024-06-04,2024-06-07,50000,전화 요망
TCLU8031638,40FT,3700,HBCT,부산,내항,2024-06-02,2024-06-05,50000,빠른 픽업 가능
TRIU6546606,40FT,3900,PNC,부산,외항,2024-06-01,2024-06-04,42000,확정 이후 연락
TRIU7285396,40HQ,4100,BNCT,부산,외항,2024-06-07,2024-06-10,40000,야간 불가
MSCU8719779,20FT,2200,PCTC,평택,내항,2024-06-02,2024-06-05,45000,확정 이후 연락
MSCU6525761,40FT,3800,ICT,인천,내항,2024-06-06,2024-06-11,42000,빠른 픽업 가능
CMAU7296250,20FT,2500,ICT,인천,내항,2024-06-06,2024-06-10,50000,빠른 픽업 가능
HMMU1452570,20FT,2300,BPTS,부산,내항,2024-06-05,2024-06-10,40000,야간 불가
ONEU7672737,40HQ,3800,ICT,인천,내항,2024-06-04,2024-06-07,40000,확정 이후 연락
YMLU3819373,40FT,3900,BNCT,부산,외항,2024-06-01,2024-06-05,42000,확정 이후 연락
YMLU8399632,20FT,2500,DGT,부산,외항,2024-06-03,2024-06-07,47000,빠른 픽업 가능
OOLU3618481,20FT,2200,DGT,부산,외항,2024-06-05,2024-06-09,45000,빠른 픽업 가능
HMMU2965911,40HQ,4100,IFT,인천,내항,2024-06-01,2024-06-04,42000,확정 이후 연락
MSCU9324103,40HQ,4000,ICT,인천,내항,2024-06-02,2024-06-06,47000,확정 이후 연락
HMMU4041782,20FT,2200,SNCT,인천,외항,2024-06-02,2024-06-05,42000,빠른 픽업 가능
HMMU5813401,20FT,2100,HBCT,부산,내항,2024-06-04,2024-06-08,45000,전화 요망
HMMU7010944,40FT,3900,HBCT,부산,내항,2024-06-04,2024-06-08,42000,확정 이후 연락
ONEU1315123,40HQ,4000,PNC,부산,외항,2024-06-02,2024-06-05,47000,야간 불가
YMLU7792400,40FT,4000,BPTS,부산,내항,2024-06-05,2024-06-08,42000,확정 이후 연락
CMAU5583081,40HQ,4000,ICT,인천,내항,2024-06-04,2024-06-08,42000,야간 불가
YMLU3241563,20FT,2200,PCTC,평택,내항,2024-06-06,2024-06-09,45000,전화 요망
CMAU5963021,20FT,2100,JUCT,울산,내항,2024-06-06,2024-06-11,42000,야간 불가
EMCU9711980,40FT,3600,GWCT,광양,내항,2024-06-04,2024-06-07,40000,야간 불가
CMAU6209160,40FT,3900,TOC,부산,내항,2024-06-05,2024-06-08,47000,확정 이후 연락
TCLU8949069,40HQ,4100,PCTC,평택,내항,2024-06-01,2024-06-04,50000,야간 불가
EMCU4807544,40FT,4000,KIT,광양,내항,2024-06-01,2024-06-06,47000,확정 이후 연락
CMAU9805216,40FT,3700,DGT,부산,외항,2024-06-06,2024-06-11,45000,빠른 픽업 가능
EMCU6343637,20FT,2200,PNC,부산,외항,2024-06-03,2024-06-07,50000,확정 이후 연락
MSCU7118969,40FT,3600,JUCT,울산,내항,2024-06-07,2024-06-10,42000,빠른 픽업 가능
MAEU7735630,40FT,4000,E1CT,인천,내항,2024-06-07,2024-06-11,45000,빠른 픽업 가능
FSCU2702579,40FT,3800,PNC,부산,외항,2024-06-07,2024-06-11,50000,확정 이후 연락
ONEU3963286,40FT,3800,TOC,부산,내항,2024-06-03,2024-06-07,47000,전화 요망
TCLU7984161,20FT,2500,ICT,인천,내항,2024-06-06,2024-06-10,40000,전화 요망
CMAU4533544,20FT,2400,SNCT,인천,외항,2024-06-05,2024-06-08,47000,빠른 픽업 가능
OOLU6683482,40HQ,3900,KIT,광양,내항,2024-06-04,2024-06-07,42000,야간 불가
MAEU4668639,40FT,4000,DGT,부산,외항,2024-06-07,2024-06-10,42000,야간 불가
CMAU7636951,40HQ,4000,BCT,부산,외항,2024-06-06,2024-06-09,40000,전화 요망
YMLU8159707,40HQ,3900,BPTS,부산,내항,2024-06-04,2024-06-08,40000,빠른 픽업 가능
FSCU3278812,40HQ,4100,PNIT,부산,외항,2024-06-03,2024-06-07,40000,빠른 픽업 가능
MSCU9668547,40FT,4000,SNCT,인천,외항,2024-06-04,2024-06-09,40000,전화 요망
HMMU5923079,40FT,3700,UNCT,울산,내항,2024-06-04,2024-06-08,42000,야간 불가
YMLU6107962,20FT,2500,IFT,인천,내항,2024-06-04,2024-06-08,47000,전화 요망
CMAU7096031,40HQ,3900,PNC,부산,외항,2024-06-07,2024-06-12,50000,야간 불가
TCLU5642116,20FT,2100,PNCT,평택,내항,2024-06-01,2024-06-06,40000,확정 이후 연락
YMLU8825346,20FT,2300,PNC,부산,외항,2024-06-02,2024-06-07,45000,전화 요망
FSCU1370843,40HQ,4200,PNIT,부산,외항,2024-06-05,2024-06-09,45000,확정 이후 연락
EMCU6035654,20FT,2500,IFT,인천,내항,2024-06-06,2024-06-10,40000,빠른 픽업 가능
HMMU6223053,20FT,2400,BCT,부산,외항,2024-06-06,2024-06-09,45000,전화 요망
FSCU2839999,40FT,3900,GWCT,광양,내항,2024-06-07,2024-06-10,50000,야간 불가
TRIU6759059,40HQ,4000,E1CT,인천,내항,2024-06-07,2024-06-12,50000,확정 이후 연락
HMMU5839872,20FT,2500,ICT,인천,내항,2024-06-05,2024-06-10,42000,전화 요망
CMAU1332427,40HQ,3800,ICT,인천,내항,2024-06-04,2024-06-07,40000,야간 불가
HMMU9078210,20FT,2400,BPTS,부산,내항,2024-06-01,2024-06-06,47000,확정 이후 연락
OOLU5949135,40HQ,3900,HBCT,부산,내항,2024-06-05,2024-06-09,50000,야간 불가
OOLU3261781,20FT,2300,PNIT,부산,외항,2024-06-03,2024-06-06,45000,전화 요망
YMLU4494794,40HQ,3800,BNCT,부산,외항,2024-06-02,2024-06-07,45000,전화 요망
OOLU5428701,40FT,3900,IFT,인천,내항,2024-06-02,2024-06-07,40000,전화 요망
EMCU4638549,40HQ,4200,KIT,광양,내항,2024-06-04,2024-06-07,50000,확정 이후 연락
CMAU4851491,40HQ,3800,BPTG,부산,내항,2024-06-06,2024-06-09,40000,야간 불가
TCLU5705274,20FT,2100,HBCT,부산,내항,2024-06-03,2024-06-07,50000,전화 요망
CMAU5039941,40HQ,4000,PNCT,평택,내항,2024-06-06,2024-06-09,40000,확정 이후 연락
TRIU3463363,20FT,2400,GWCT,광양,내항,2024-06-02,2024-06-05,40000,빠른 픽업 가능
YMLU3478718,40FT,4000,PNIT,부산,외항,2024-06-06,2024-06-09,42000,야간 불가
TCLU8045825,20FT,2500,BNCT,부산,외항,2024-06-02,2024-06-06,47000,빠른 픽업 가능
FSCU5143920,20FT,2400,IGCT,군산,내항,2024-06-02,2024-06-07,40000,확정 이후 연락
YMLU6139287,40FT,3700,ICT,인천,내항,2024-06-07,2024-06-11,47000,빠른 픽업 가능
TCLU4862797,40HQ,4000,ICT,인천,내항,2024-06-04,2024-06-08,45000,확정 이후 연락
ONEU9421928,40HQ,4100,BPTS,부산,내항,2024-06-06,2024-06-11,40000,전화 요망
OOLU1931464,40FT,3900,BNCT,부산,외항,2024-06-03,2024-06-08,42000,전화 요망
OOLU3034644,20FT,2300,HBCT,부산,내항,2024-06-06,2024-06-09,40000,전화 요망
CMAU8874249,40FT,3700,DGT,부산,외항,2024-06-06,2024-06-10,47000,빠른 픽업 가능
YMLU3672218,40FT,3800,BPTS,부산,내항,2024-06-03,2024-06-07,40000,빠른 픽업 가능
YMLU4412984,40HQ,4200,IGCT,군산,내항,2024-06-04,2024-06-08,47000,전화 요망
EMCU8513720,40HQ,4100,JUCT,울산,내항,2024-06-02,2024-06-07,47000,야간 불가
TCLU4255840,40FT,4000,PNC,부산,외항,2024-06-02,2024-06-05,47000,확정 이후 연락
HMMU9716054,40FT,3800,IGCT,군산,내항,2024-06-04,2024-06-09,40000,전화 요망
EMCU5744337,40FT,4000,HJIT,인천,외항,2024-06-07,2024-06-10,40000,야간 불가
TRIU8217577,40FT,3700,BPTG,부산,내항,2024-06-01,2024-06-05,42000,확정 이후 연락
YMLU5922676,40FT,3800,TOC,부산,내항,2024-06-03,2024-06-06,42000,야간 불가
MSCU6483256,40FT,4000,IGCT,군산,내항,2024-06-06,2024-06-10,40000,빠른 픽업 가능
YMLU7011454,40FT,3900,IFT,인천,내항,2024-06-02,2024-06-06,47000,야간 불가
EMCU8913020,20FT,2400,GWCT,광양,내항,2024-06-05,2024-06-10,45000,전화 요망
HMMU3351363,40HQ,3800,BPTG,부산,내항,2024-06-06,2024-06-11,42000,야간 불가
OOLU4681098,20FT,2400,TOC,부산,내항,2024-06-01,2024-06-05,47000,전화 요망
FSCU6345418,20FT,2400,HJIT,인천,외항,2024-06-05,2024-06-09,50000,빠른 픽업 가능
OOLU8684652,20FT,2400,IGCT,군산,내항,2024-06-01,2024-06-06,40000,전화 요망
OOLU1415800,40FT,3600,KIT,광양,내항,2024-06-02,2024-06-06,40000,전화 요망
TCLU9551238,40HQ,4000,KIT,광양,내항,2024-06-04,2024-06-09,50000,빠른 픽업 가능
MAEU3605450,20FT,2400,E1CT,인천,내항,2024-06-06,2024-06-11,47000,빠른 픽업 가능
ONEU7449015,40HQ,3900,TOC,부산,내항,2024-06-05,2024-06-08,40000,전화 요망
MAEU2999366,40HQ,3900,HBCT,부산,내항,2024-06-07,2024-06-11,42000,야간 불가
YMLU9146292,40HQ,4000,HBCT,부산,내항,2024-06-07,2024-06-12,45000,야간 불가
OOLU4980418,40HQ,4000,GWCT,광양,내항,2024-06-01,2024-06-06,47000,빠른 픽업 가능
FSCU1298270,40FT,3900,PNCT,평택,내항,2024-06-07,2024-06-12,40000,빠른 픽업 가능
TRIU6046498,40FT,3900,HJIT,인천,외항,2024-06-05,2024-06-08,50000,야간 불가
EMCU3567412,20FT,2300,TOC,부산,내항,2024-06-06,2024-06-10,47000,빠른 픽업 가능
TRIU7815684,40HQ,4100,PNCT,평택,내항,2024-06-01,2024-06-06,47000,확정 이후 연락
EMCU3294162,40HQ,4100,SNCT,인천,외항,2024-06-02,2024-06-05,50000,전화 요망
CMAU5838765,20FT,2400,PNIT,부산,외항,2024-06-02,2024-06-05,50000,빠른 픽업 가능
EMCU2020759,40FT,3700,BNCT,부산,외항,2024-06-06,2024-06-10,42000,빠른 픽업 가능
TCLU1909483,40HQ,4000,E1CT,인천,내항,2024-06-06,2024-06-10,47000,빠른 픽업 가능
HMMU4266707,40FT,3700,BNCT,부산,외항,2024-06-05,2024-06-10,42000,전화 요망
MAEU3561401,40HQ,4100,PNIT,부산,외항,2024-06-01,2024-06-06,42000,확정 이후 연락
FSCU7249115,40FT,3900,BNCT,부산,외항,2024-06-01,2024-06-06,50000,빠른 픽업 가능
TCLU8629498,40HQ,4000,PNC,부산,외항,2024-06-03,2024-06-08,45000,확정 이후 연락
YMLU3664573,20FT,2400,KIT,광양,내항,2024-06-01,2024-06-05,42000,전화 요망
MSCU9197302,40FT,3600,GWCT,광양,내항,2024-06-01,2024-06-05,50000,확정 이후 연락
MAEU2237655,20FT,2500,PNIT,부산,외항,2024-06-01,2024-06-04,50000,빠른 픽업 가능
EMCU5952726,40HQ,3900,BPTG,부산,내항,2024-06-02,2024-06-07,45000,확정 이후 연락
ONEU2002305,20FT,2400,UNCT,울산,내항,2024-06-03,2024-06-06,50000,빠른 픽업 가능
CMAU9055504,40FT,3800,ICT,인천,내항,2024-06-01,2024-06-06,40000,확정 이후 연락
TCLU8744562,40HQ,3800,BPTG,부산,내항,2024-06-02,2024-06-06,40000,확정 이후 연락
OOLU5340482,40HQ,3800,KIT,광양,내항,2024-06-04,2024-06-08,47000,야간 불가
FSCU1427451,40HQ,4100,UNCT,울산,내항,2024-06-06,2024-06-11,45000,빠른 픽업 가능
MSCU5505149,40FT,4000,E1CT,인천,내항,2024-06-07,2024-06-10,42000,빠른 픽업 가능
MSCU7078913,40HQ,3900,HJIT,인천,외항,2024-06-04,2024-06-08,42000,전화 요망
ONEU7418448,20FT,2500,HJIT,인천,외항,2024-06-02,2024-06-07,50000,야간 불가
EMCU2221668,20FT,2200,HBCT,부산,내항,2024-06-04,2024-06-07,40000,확정 이후 연락
YMLU1975107,40FT,4000,BPTS,부산,내항,2024-06-01,2024-06-04,40000,전화 요망
EMCU3363224,20FT,2500,HBCT,부산,내항,2024-06-05,2024-06-10,47000,확정 이후 연락
CMAU4734115,20FT,2300,UNCT,울산,내항,2024-06-03,2024-06-08,47000,확정 이후 연락
TRIU4412603,20FT,2200,PNIT,부산,외항,2024-06-06,2024-06-10,42000,확정 이후 연락
TCLU2076984,40HQ,4100,PNCT,평택,내항,2024-06-05,2024-06-08,40000,전화 요망
FSCU2972688,40FT,3700,SNCT,인천,외항,2024-06-05,2024-06-08,45000,빠른 픽업 가능
OOLU8073214,40HQ,3900,DGT,부산,외항,2024-06-03,2024-06-07,45000,야간 불가
TRIU2932450,20FT,2100,E1CT,인천,내항,2024-06-04,2024-06-07,40000,야간 불가
TRIU4107772,20FT,2500,TOC,부산,내항,2024-06-01,2024-06-04,42000,빠른 픽업 가능
CMAU9623995,20FT,2400,TOC,부산,내항,2024-06-05,2024-06-08,47000,확정 이후 연락
EMCU3127521,40HQ,4000,PNCT,평택,내항,2024-06-03,2024-06-06,45000,야간 불가
YMLU7057184,40HQ,3800,PCTC,평택,내항,2024-06-03,2024-06-07,45000,빠른 픽업 가능
YMLU9552395,40HQ,4100,BCT,부산,외항,2024-06-05,2024-06-08,40000,빠른 픽업 가능
HMMU2313384,40HQ,4200,IGCT,군산,내항,2024-06-04,2024-06-07,42000,빠른 픽업 가능
MAEU3980207,40HQ,4100,E1CT,인천,내항,2024-06-07,2024-06-10,50000,확정 이후 연락
FSCU4625277,40FT,3900,JUCT,울산,내항,2024-06-07,2024-06-12,42000,전화 요망
FSCU3200187,20FT,2300,ICT,인천,내항,2024-06-01,2024-06-05,42000,빠른 픽업 가능
HMMU9066312,20FT,2500,PNC,부산,외항,2024-06-06,2024-06-09,45000,야간 불가
HMMU3152334,40HQ,3900,HJIT,인천,외항,2024-06-01,2024-06-05,45000,야간 불가
HMMU5267693,40FT,3800,IFT,인천,내항,2024-06-02,2024-06-07,40000,확정 이후 연락
MAEU6821757,20FT,2100,PCTC,평택,내항,2024-06-03,2024-06-07,42000,전화 요망
FSCU4506811,40HQ,4200,SNCT,인천,외항,2024-06-03,2024-06-07,40000,확정 이후 연락
CMAU7856532,40HQ,4200,KIT,광양,내항,2024-06-05,2024-06-10,45000,빠른 픽업 가능
CMAU5763444,40HQ,4100,SNCT,인천,외항,2024-06-06,2024-06-10,50000,확정 이후 연락
EMCU3814915,40HQ,4000,DGT,부산,외항,2024-06-06,2024-06-10,40000,빠른 픽업 가능
HMMU2883802,40HQ,3900,JUCT,울산,내항,2024-06-07,2024-06-12,47000,전화 요망
MAEU8677853,40FT,3900,BCT,부산,외항,2024-06-03,2024-06-08,50000,전화 요망
EMCU2010220,40FT,3900,HJIT,인천,외항,2024-06-06,2024-06-11,45000,야간 불가
MSCU4366812,40HQ,3900,IFT,인천,내항,2024-06-01,2024-06-06,40000,야간 불가
MSCU6791476,20FT,2200,BNCT,부산,외항,2024-06-03,2024-06-08,47000,빠른 픽업 가능
MAEU4296022,20FT,2100,PNIT,부산,외항,2024-06-06,2024-06-09,40000,전화 요망
MAEU9194540,40FT,3900,PNC,부산,외항,2024-06-01,2024-06-05,47000,확정 이후 연락
MSCU9340423,20FT,2400,PNCT,평택,내항,2024-06-02,2024-06-07,40000,야간 불가
TRIU8765365,40HQ,4200,BNCT,부산,외항,2024-06-07,2024-06-11,50000,야간 불가
MAEU4548770,40HQ,4100,BPTS,부산,내항,2024-06-07,2024-06-12,47000,빠른 픽업 가능
TCLU1439215,40HQ,3900,PNC,부산,외항,2024-06-04,2024-06-08,50000,야간 불가
OOLU1016816,40HQ,3900,UNCT,울산,내항,2024-06-06,2024-06-09,42000,야간 불가
HMMU6905325,40FT,4000,PCTC,평택,내항,2024-06-04,2024-06-08,45000,야간 불가
TCLU4984645,20FT,2100,HBCT,부산,내항,2024-06-04,2024-06-07,42000,확정 이후 연락
MAEU7441111,20FT,2100,BCT,부산,외항,2024-06-02,2024-06-07,45000,야간 불가
EMCU3956594,20FT,2200,E1CT,인천,내항,2024-06-05,2024-06-08,42000,빠른 픽업 가능
EMCU2565641,20FT,2200,PNCT,평택,내항,2024-06-02,2024-06-07,42000,확정 이후 연락
ONEU4557177,40FT,3800,E1CT,인천,내항,2024-06-05,2024-06-09,45000,빠른 픽업 가능
TCLU9426479,40FT,3600,IGCT,군산,내항,2024-06-01,2024-06-05,45000,빠른 픽업 가능
MAEU4642140,40HQ,3900,SNCT,인천,외항,2024-06-05,2024-06-09,42000,빠른 픽업 가능
ONEU4047021,40FT,3900,PNIT,부산,외항,2024-06-03,2024-06-08,50000,확정 이후 연락
HMMU1596371,40HQ,3900,TOC,부산,내항,2024-06-04,2024-06-09,40000,확정 이후 연락
OOLU1630944,40HQ,3800,PNC,부산,외항,2024-06-03,2024-06-06,45000,야간 불가
TRIU8454022,40HQ,3900,PCTC,평택,내항,2024-06-04,2024-06-07,40000,확정 이후 연락
TRIU8440993,40HQ,4100,BPTG,부산,내항,2024-06-04,2024-06-08,45000,야간 불가
FSCU3881360,40FT,3800,BNCT,부산,외항,2024-06-07,2024-06-10,42000,전화 요망
TCLU6050792,40FT,3600,GWCT,광양,내항,2024-06-07,2024-06-10,47000,확정 이후 연락
TRIU3780972,40FT,3800,SNCT,인천,외항,2024-06-07,2024-06-11,50000,전화 요망
TRIU1572625,40HQ,4100,E1CT,인천,내항,2024-06-02,2024-06-07,45000,빠른 픽업 가능
ONEU3620323,40FT,3600,HJIT,인천,외항,2024-06-02,2024-06-05,42000,빠른 픽업 가능
MSCU3269415,40HQ,4200,JUCT,울산,내항,2024-06-04,2024-06-07,50000,확정 이후 연락
YMLU3689627,40HQ,3900,BCT,부산,외항,2024-06-02,2024-06-06,40000,야간 불가
HMMU7844703,40FT,3800,JUCT,울산,내항,2024-06-01,2024-06-05,40000,확정 이후 연락
TCLU8173589,40FT,3800,HBCT,부산,내항,2024-06-04,2024-06-08,47000,빠른 픽업 가능
HMMU1633788,40FT,3600,BNCT,부산,외항,2024-06-03,2024-06-08,42000,확정 이후 연락
TRIU3090441,40FT,4000,PCTC,평택,내항,2024-06-01,2024-06-05,40000,전화 요망
EMCU9856118,20FT,2400,TOC,부산,내항,2024-06-01,2024-06-06,42000,확정 이후 연락
MSCU6538709,40HQ,3900,ICT,인천,내항,2024-06-05,2024-06-10,50000,야간 불가
YMLU6654210,20FT,2500,IGCT,군산,내항,2024-06-06,2024-06-11,40000,빠른 픽업 가능
ONEU7361673,20FT,2500,BPTS,부산,내항,2024-06-05,2024-06-09,47000,빠른 픽업 가능
FSCU9289849,20FT,2400,BCT,부산,외항,2024-06-03,2024-06-06,45000,야간 불가
OOLU8363086,20FT,2400,GWCT,광양,내항,2024-06-04,2024-06-08,45000,빠른 픽업 가능
HMMU4197107,40HQ,4000,PNCT,평택,내항,2024-06-07,2024-06-12,40000,확정 이후 연락
FSCU5759916,40FT,4000,GWCT,광양,내항,2024-06-04,2024-06-08,45000,전화 요망
FSCU3952534,40HQ,3900,PNC,부산,외항,2024-06-07,2024-06-11,42000,확정 이후 연락
MSCU3512820,20FT,2400,HJIT,인천,외항,2024-06-03,2024-06-08,40000,확정 이후 연락
MSCU4581381,40FT,3600,SNCT,인천,외항,2024-06-05,2024-06-09,42000,확정 이후 연락
HMMU2096432,40FT,3800,JUCT,울산,내항,2024-06-03,2024-06-07,47000,확정 이후 연락
TRIU9474639,40HQ,4100,PCTC,평택,내항,2024-06-05,2024-06-08,47000,확정 이후 연락
FSCU2451198,40FT,3900,BPTG,부산,내항,2024-06-01,2024-06-06,45000,야간 불가
TCLU8525344,40FT,3700,PNIT,부산,외항,2024-06-03,2024-06-07,42000,확정 이후 연락
FSCU8231029,20FT,2300,IFT,인천,내항,2024-06-02,2024-06-05,45000,빠른 픽업 가능
YMLU2108484,40FT,4000,IFT,인천,내항,2024-06-02,2024-06-06,42000,확정 이후 연락
FSCU5592289,40HQ,3900,GWCT,광양,내항,2024-06-06,2024-06-11,45000,전화 요망
EMCU3741027,40HQ,4200,E1CT,인천,내항,2024-06-02,2024-06-06,40000,전화 요망
MSCU9397918,20FT,2500,PNC,부산,외항,2024-06-06,2024-06-11,42000,확정 이후 연락
ONEU1016121,40HQ,3800,BNCT,부산,외항,2024-06-06,2024-06-11,47000,전화 요망
TCLU3460891,40HQ,4000,HBCT,부산,내항,2024-06-01,2024-06-05,47000,전화 요망
EMCU3554971,40HQ,4200,ICT,인천,내항,2024-06-03,2024-06-08,47000,야간 불가
FSCU8793328,40HQ,4100,KIT,광양,내항,2024-06-05,2024-06-08,40000,확정 이후 연락
TCLU1349465,40FT,3700,ICT,인천,내항,2024-06-03,2024-06-06,42000,확정 이후 연락
TRIU4532561,40HQ,3900,PCTC,평택,내항,2024-06-04,2024-06-07,45000,전화 요망
MAEU2617043,40HQ,4200,PNIT,부산,외항,2024-06-04,2024-06-08,45000,빠른 픽업 가능
TCLU2663113,20FT,2200,SNCT,인천,외항,2024-06-06,2024-06-11,45000,전화 요망
ONEU2657529,20FT,2400,BPTG,부산,내항,2024-06-07,2024-06-11,45000,야간 불가
FSCU4264235,40HQ,3800,HJIT,인천,외항,2024-06-07,2024-06-10,40000,빠른 픽업 가능
OOLU1658941,40HQ,3800,HBCT,부산,내항,2024-06-04,2024-06-08,42000,확정 이후 연락
TRIU5003132,40HQ,3800,BNCT,부산,외항,2024-06-07,2024-06-11,40000,확정 이후 연락
HMMU7652067,20FT,2300,ICT,인천,내항,2024-06-05,2024-06-09,47000,야간 불가
EMCU6067114,20FT,2100,TOC,부산,내항,2024-06-04,2024-06-07,50000,야간 불가
ONEU1992186,40HQ,4100,TOC,부산,내항,2024-06-06,2024-06-10,40000,빠른 픽업 가능
ONEU1513063,20FT,2200,HBCT,부산,내항,2024-06-06,2024-06-09,40000,빠른 픽업 가능
FSCU8360175,40HQ,4100,BPTG,부산,내항,2024-06-04,2024-06-07,45000,확정 이후 연락
EMCU6647735,40HQ,4000,SNCT,인천,외항,2024-06-05,2024-06-08,47000,빠른 픽업 가능
