Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
CMAU7309872,20FT,2300,PNIT,부산,외항,2025-06-22,,0,가격 문의 필요
ONEU7248414,20FT,2200,TOC,부산,내항,2025-06-23,2025-06-27,47000,문짝 휘어짐 있음
OOLU2082441,40FT,4000,UNCT,울산,내항,2025-06-29,2025-07-03,47000,문짝 휘어짐 있음
EMCU3554988,40FT,3900,IGCT,군산,내항,2025-06-26,2025-06-30,50000,내부 청결 양호
MSCU8047866,40HQ,4100,BCT,부산,외항,2025-06-21,,0,가격 문의 필요
FSCU3191658,40HQ,3900,PNCT,평택,내항,2025-06-16,2025-06-19,50000,직거래 우선 선호
MAEU1638575,40FT,3900,BPTS,부산,내항,2025-06-06,2025-06-09,40000,문짝 휘어짐 있음
TCLU7937734,20FT,2200,HBCT,부산,내항,2025-06-03,2025-06-08,40000,문짝 휘어짐 있음
FSCU8293751,20FT,2100,GWCT,광양,내항,2025-06-01,2025-06-06,47000,1회 사용 신품급
FSCU1110562,20FT,2200,IFT,인천,내항,2025-06-07,2025-06-12,40000,주말 픽업 가능
TCLU5508021,40FT,3800,TOC,부산,내항,2025-06-23,2025-06-26,40000,주말 픽업 가능
OOLU4807970,40FT,3900,E1CT,인천,내항,2025-06-27,2025-06-30,45000,사전 연락 필수
EMCU7422849,40FT,3600,TOC,부산,내항,2025-06-29,2025-07-04,45000,도장 벗겨짐 있음
TRIU8446111,20FT,2200,IFT,인천,내항,2025-06-16,2025-06-21,50000,도장 벗겨짐 있음
MAEU6878932,40HQ,4000,IGCT,군산,내항,2025-06-21,2025-06-25,50000,사전 연락 필수
EMCU1536911,20FT,2500,GWCT,광양,내항,2025-06-12,2025-06-15,40000,내부 청결 양호
TRIU2447385,40FT,4000,HBCT,부산,내항,2025-06-15,2025-06-18,47000,내부 청결 양호
MSCU9181114,40FT,3600,BCT,부산,외항,2025-06-07,,0,가격 문의 필요
OOLU5604276,40FT,4000,BCT,부산,외항,2025-06-08,,0,가격 문의 필요
MAEU6924740,40FT,3800,UNCT,울산,내항,2025-06-04,2025-06-09,40000,사전 연락 필수
EMCU4779652,40HQ,4000,ICT,인천,내항,2025-06-15,2025-06-20,45000,사전 연락 필수
MSCU4701156,40HQ,4200,IFT,인천,내항,2025-06-04,2025-06-08,40000,사전 연락 필수
CMAU1357268,40FT,3900,HBCT,부산,내항,2025-06-23,2025-06-28,45000,도장 벗겨짐 있음
TCLU7271002,40HQ,3900,DGT,부산,외항,2025-06-20,,0,가격 문의 필요
TCLU7556528,20FT,2500,ICT,인천,내항,2025-06-24,2025-06-28,40000,직거래 우선 선호
MAEU2936226,40HQ,4000,IFT,인천,내항,2025-06-29,2025-07-02,50000,주말 픽업 가능
MAEU9789383,40HQ,3900,E1CT,인천,내항,2025-06-19,2025-06-22,40000,주말 픽업 가능
MSCU1028570,20FT,2200,PNCT,평택,내항,2025-06-19,2025-06-23,45000,1회 사용 신품급
TRIU7429489,40FT,3800,SNCT,인천,외항,2025-06-30,,0,가격 문의 필요
TRIU6845831,20FT,2200,UNCT,울산,내항,2025-06-24,2025-06-28,50000,도장 벗겨짐 있음
MAEU7821312,20FT,2300,HJIT,인천,외항,2025-06-16,,0,가격 문의 필요
MAEU6148904,40HQ,3900,BNCT,부산,외항,2025-06-10,,0,가격 문의 필요
CMAU5307127,20FT,2100,BCT,부산,외항,2025-06-21,,0,가격 문의 필요
ONEU3536123,20FT,2100,BCT,부산,외항,2025-06-08,,0,가격 문의 필요
CMAU2320614,40HQ,4000,PNIT,부산,외항,2025-06-14,,0,가격 문의 필요
MSCU6520075,40HQ,4200,JUCT,울산,내항,2025-06-15,2025-06-19,42000,문짝 휘어짐 있음
TRIU3536615,20FT,2100,PNCT,평택,내항,2025-06-30,2025-07-05,47000,사전 연락 필수
MAEU8561588,20FT,2400,PNCT,평택,내항,2025-06-18,2025-06-21,45000,사전 연락 필수
ONEU7991525,40HQ,3900,KIT,광양,내항,2025-06-21,2025-06-24,45000,내부 청결 양호
FSCU6954355,20FT,2200,HBCT,부산,내항,2025-06-29,2025-07-02,47000,내부 청결 양호
FSCU9618268,40FT,4000,JUCT,울산,내항,2025-06-16,2025-06-21,50000,직거래 우선 선호
OOLU2372758,40FT,3600,KIT,광양,내항,2025-06-20,2025-06-25,42000,약한 스크래치 있음
YMLU2129562,40HQ,4000,TOC,부산,내항,2025-06-18,2025-06-23,42000,직거래 우선 선호
TCLU3071487,40HQ,4200,JUCT,울산,내항,2025-06-08,2025-06-12,47000,도장 벗겨짐 있음
MSCU3668054,40FT,3900,IGCT,군산,내항,2025-06-02,2025-06-06,45000,직거래 우선 선호
CMAU1468566,40HQ,4000,BPTS,부산,내항,2025-06-21,2025-06-26,50000,1회 사용 신품급
TCLU5296348,40FT,3800,PNC,부산,외항,2025-06-30,,0,가격 문의 필요
ONEU9971013,20FT,2400,GWCT,광양,내항,2025-06-20,2025-06-24,45000,주말 픽업 가능
YMLU5600310,40HQ,4000,PNCT,평택,내항,2025-06-17,2025-06-21,45000,1회 사용 신품급
YMLU1960965,20FT,2200,IFT,인천,내항,2025-06-23,2025-06-28,45000,직거래 우선 선호
TRIU3438354,20FT,2500,KIT,광양,내항,2025-06-20,2025-06-25,47000,주말 픽업 가능
CMAU6102386,40HQ,4200,HJIT,인천,외항,2025-06-24,,0,가격 문의 필요
TCLU1190312,40HQ,3800,BCT,부산,외항,2025-06-01,,0,가격 문의 필요
OOLU8214654,40FT,3600,PCTC,평택,내항,2025-06-27,2025-07-01,40000,문짝 휘어짐 있음
FSCU3368914,40HQ,4100,HJIT,인천,외항,2025-06-11,,0,가격 문의 필요
CMAU2025003,20FT,2300,KIT,광양,내항,2025-06-10,2025-06-14,45000,사전 연락 필수
HMMU3884862,40HQ,4200,DGT,부산,외항,2025-06-17,,0,가격 문의 필요
OOLU7805927,20FT,2200,E1CT,인천,내항,2025-06-22,2025-06-25,50000,사전 연락 필수
CMAU1171865,20FT,2100,JUCT,울산,내항,2025-06-25,2025-06-29,42000,주말 픽업 가능
YMLU4469475,20FT,2300,PCTC,평택,내항,2025-06-25,2025-06-29,45000,내부 청결 양호
MSCU4966645,40HQ,4200,HBCT,부산,내항,2025-06-16,2025-06-21,42000,직거래 우선 선호
CMAU1005336,40FT,3800,E1CT,인천,내항,2025-06-03,2025-06-07,50000,약한 스크래치 있음
CMAU6592265,20FT,2400,PNIT,부산,외항,2025-06-21,,0,가격 문의 필요
FSCU9448771,40FT,3800,BCT,부산,외항,2025-06-08,,0,가격 문의 필요
MSCU1236913,20FT,2400,SNCT,인천,외항,2025-06-07,,0,가격 문의 필요
HMMU7142552,40FT,3800,PNCT,평택,내항,2025-06-04,2025-06-08,50000,문짝 휘어짐 있음
MAEU5058663,40HQ,3900,TOC,부산,내항,2025-06-04,2025-06-08,47000,문짝 휘어짐 있음
HMMU5761495,20FT,2300,KIT,광양,내항,2025-06-04,2025-06-08,42000,1회 사용 신품급
TCLU7152363,20FT,2100,BPTG,부산,내항,2025-06-08,2025-06-11,47000,직거래 우선 선호
MAEU6066108,40FT,4000,TOC,부산,내항,2025-06-29,2025-07-04,47000,문짝 휘어짐 있음
MSCU6818259,20FT,2200,BCT,부산,외항,2025-06-01,,0,가격 문의 필요
MAEU5811464,20FT,2100,PNCT,평택,내항,2025-06-04,2025-06-07,47000,주말 픽업 가능
CMAU6174625,40HQ,3900,IFT,인천,내항,2025-06-16,2025-06-21,45000,내부 청결 양호
ONEU7653297,40FT,3800,PNC,부산,외항,2025-06-17,,0,가격 문의 필요
YMLU1266237,40HQ,4000,PCTC,평택,내항,2025-06-22,2025-06-26,40000,직거래 우선 선호
YMLU3707501,40HQ,3800,UNCT,울산,내항,2025-06-02,2025-06-05,45000,사전 연락 필수
EMCU5107433,40HQ,4100,PNIT,부산,외항,2025-06-26,,0,가격 문의 필요
MSCU3397062,40HQ,4100,PNCT,평택,내항,2025-06-22,2025-06-25,40000,약한 스크래치 있음
MAEU9312414,40HQ,4000,KIT,광양,내항,2025-06-11,2025-06-15,45000,사전 연락 필수
HMMU8195638,20FT,2100,BCT,부산,외항,2025-06-07,,0,가격 문의 필요
HMMU5369074,20FT,2400,PNIT,부산,외항,2025-06-09,,0,가격 문의 필요
ONEU6878789,40HQ,4200,IFT,인천,내항,2025-06-24,2025-06-29,42000,직거래 우선 선호
FSCU7617670,40FT,3800,BCT,부산,외항,2025-06-13,,0,가격 문의 필요
TCLU5217103,40FT,4000,IFT,인천,내항,2025-06-30,2025-07-03,42000,주말 픽업 가능
MSCU7264117,40FT,4000,HJIT,인천,외항,2025-06-14,,0,가격 문의 필요
YMLU4597310,20FT,2300,ICT,인천,내항,2025-06-06,2025-06-09,42000,도장 벗겨짐 있음
ONEU1128049,40FT,3900,BCT,부산,외항,2025-06-20,,0,가격 문의 필요
YMLU9734109,40HQ,4200,SNCT,인천,외항,2025-06-26,,0,가격 문의 필요
MAEU4979443,20FT,2200,BPTG,부산,내항,2025-06-12,2025-06-17,42000,내부 청결 양호
YMLU4556321,40HQ,3800,PNIT,부산,외항,2025-06-10,,0,가격 문의 필요
TRIU9499474,40FT,4000,PNC,부산,외항,2025-06-04,,0,가격 문의 필요
FSCU9023227,40FT,4000,JUCT,울산,내항,2025-06-28,2025-07-01,47000,약한 스크래치 있음
ONEU1539207,40FT,3600,E1CT,인천,내항,2025-06-28,2025-07-02,40000,1회 사용 신품급
MAEU2018411,40FT,4000,JUCT,울산,내항,2025-06-05,2025-06-10,47000,도장 벗겨짐 있음
CMAU7309123,40HQ,4000,PNIT,부산,외항,2025-06-30,,0,가격 문의 필요
FSCU9834563,20FT,2400,SNCT,인천,외항,2025-06-17,,0,가격 문의 필요
HMMU1208838,40FT,3600,HBCT,부산,내항,2025-06-08,2025-06-13,50000,약한 스크래치 있음
CMAU6006362,40HQ,3800,IGCT,군산,내항,2025-06-22,2025-06-25,42000,직거래 우선 선호
OOLU5460171,20FT,2500,KIT,광양,내항,2025-06-15,2025-06-18,45000,도장 벗겨짐 있음
FSCU9321606,40FT,3900,PNC,부산,외항,2025-06-06,,0,가격 문의 필요
EMCU8915558,40FT,3900,E1CT,인천,내항,2025-06-30,2025-07-04,45000,주말 픽업 가능
YMLU2674004,40FT,3600,ICT,인천,내항,2025-06-06,2025-06-11,45000,내부 청결 양호
TCLU9933327,40HQ,3900,IFT,인천,내항,2025-06-24,2025-06-27,40000,약한 스크래치 있음
FSCU6560479,40FT,3700,HBCT,부산,내항,2025-06-14,2025-06-17,45000,내부 청결 양호
OOLU9617455,40HQ,4000,PNCT,평택,내항,2025-06-13,2025-06-16,45000,1회 사용 신품급
HMMU6032047,40HQ,4200,BCT,부산,외항,2025-06-02,,0,가격 문의 필요
FSCU6020868,20FT,2300,IFT,인천,내항,2025-06-28,2025-07-01,47000,문짝 휘어짐 있음
EMCU9581156,40FT,3600,BPTS,부산,내항,2025-06-14,2025-06-19,40000,문짝 휘어짐 있음
EMCU2760167,40HQ,3800,GWCT,광양,내항,2025-06-13,2025-06-17,50000,도장 벗겨짐 있음
HMMU5775570,40HQ,4100,KIT,광양,내항,2025-06-10,2025-06-15,40000,내부 청결 양호
EMCU3940214,40HQ,3800,ICT,인천,내항,2025-06-24,2025-06-27,47000,주말 픽업 가능
MSCU6407556,40FT,3900,UNCT,울산,내항,2025-06-20,2025-06-25,42000,직거래 우선 선호
OOLU2673885,40HQ,4200,BNCT,부산,외항,2025-06-10,,0,가격 문의 필요
HMMU7350720,40HQ,4200,IFT,인천,내항,2025-06-24,2025-06-28,45000,도장 벗겨짐 있음
CMAU3046801,40FT,3600,UNCT,울산,내항,2025-06-08,2025-06-11,47000,1회 사용 신품급
MAEU1552027,40HQ,3900,ICT,인천,내항,2025-06-20,2025-06-25,40000,약한 스크래치 있음
MAEU1857676,20FT,2400,E1CT,인천,내항,2025-06-21,2025-06-24,47000,1회 사용 신품급
OOLU9945625,20FT,2300,KIT,광양,내항,2025-06-16,2025-06-19,40000,사전 연락 필수
TCLU2689541,20FT,2100,PNCT,평택,내항,2025-06-06,2025-06-11,40000,약한 스크래치 있음
HMMU2677504,40FT,3900,SNCT,인천,외항,2025-06-26,,0,가격 문의 필요
MAEU6011870,40FT,3800,SNCT,인천,외항,2025-06-24,,0,가격 문의 필요
TRIU6153849,40HQ,4200,JUCT,울산,내항,2025-06-17,2025-06-20,42000,직거래 우선 선호
EMCU7618787,40HQ,4100,BPTS,부산,내항,2025-06-30,2025-07-05,40000,1회 사용 신품급
HMMU3594699,40HQ,3900,BPTS,부산,내항,2025-06-14,2025-06-17,42000,사전 연락 필수
FSCU5175999,20FT,2500,ICT,인천,내항,2025-06-08,2025-06-12,50000,약한 스크래치 있음
TCLU9315582,20FT,2400,IGCT,군산,내항,2025-06-25,2025-06-28,47000,주말 픽업 가능
TCLU3164819,40FT,3900,UNCT,울산,내항,2025-06-14,2025-06-17,42000,1회 사용 신품급
ONEU5343648,40HQ,4200,PCTC,평택,내항,2025-06-20,2025-06-23,47000,직거래 우선 선호
FSCU5774056,40FT,3900,HBCT,부산,내항,2025-06-29,2025-07-02,42000,1회 사용 신품급
CMAU5556905,40HQ,4200,TOC,부산,내항,2025-06-07,2025-06-11,40000,직거래 우선 선호
CMAU1096993,20FT,2100,IFT,인천,내항,2025-06-24,2025-06-29,40000,약한 스크래치 있음
HMMU9478231,40FT,4000,BNCT,부산,외항,2025-06-17,,0,가격 문의 필요
EMCU8557939,40HQ,4000,BPTG,부산,내항,2025-06-21,2025-06-25,47000,사전 연락 필수
FSCU5956862,20FT,2500,BPTS,부산,내항,2025-06-30,2025-07-04,40000,도장 벗겨짐 있음
MAEU4879637,40FT,4000,BPTG,부산,내항,2025-06-09,2025-06-14,50000,사전 연락 필수
MSCU2920693,40FT,3800,BCT,부산,외항,2025-06-25,,0,가격 문의 필요
TCLU6184099,20FT,2100,BPTS,부산,내항,2025-06-16,2025-06-21,47000,내부 청결 양호
YMLU6353049,20FT,2100,BPTS,부산,내항,2025-06-25,2025-06-30,50000,주말 픽업 가능
ONEU7565765,20FT,2500,BPTG,부산,내항,2025-06-30,2025-07-04,42000,직거래 우선 선호
EMCU8182985,40FT,3600,BPTG,부산,내항,2025-06-22,2025-06-25,47000,도장 벗겨짐 있음
CMAU2354481,20FT,2400,E1CT,인천,내항,2025-06-09,2025-06-13,42000,내부 청결 양호
OOLU1578716,40HQ,3800,BPTS,부산,내항,2025-06-26,2025-07-01,45000,문짝 휘어짐 있음
FSCU8292740,40HQ,3900,ICT,인천,내항,2025-06-10,2025-06-13,40000,직거래 우선 선호
TRIU2788666,20FT,2400,SNCT,인천,외항,2025-06-29,,0,가격 문의 필요
YMLU8842935,40HQ,4100,HJIT,인천,외항,2025-06-09,,0,가격 문의 필요
EMCU1159191,20FT,2300,IGCT,군산,내항,2025-06-05,2025-06-10,50000,주말 픽업 가능
MAEU3552605,40FT,3900,PNC,부산,외항,2025-06-02,,0,가격 문의 필요
YMLU3742917,40HQ,3800,PNC,부산,외항,2025-06-04,,0,가격 문의 필요
HMMU3395123,20FT,2200,PNIT,부산,외항,2025-06-01,,0,가격 문의 필요
TRIU3442458,40HQ,3800,BNCT,부산,외항,2025-06-03,,0,가격 문의 필요
CMAU1146308,40FT,3800,E1CT,인천,내항,2025-06-26,2025-06-29,42000,내부 청결 양호
ONEU6120031,40HQ,4000,JUCT,울산,내항,2025-06-08,2025-06-13,42000,1회 사용 신품급
EMCU1031940,20FT,2500,UNCT,울산,내항,2025-06-07,2025-06-12,42000,약한 스크래치 있음
FSCU1503958,40HQ,4200,E1CT,인천,내항,2025-06-26,2025-06-30,45000,도장 벗겨짐 있음
CMAU8843936,40FT,3900,PCTC,평택,내항,2025-06-01,2025-06-04,45000,문짝 휘어짐 있음
CMAU1635198,40FT,4000,GWCT,광양,내항,2025-06-13,2025-06-17,50000,도장 벗겨짐 있음
TCLU4052115,20FT,2100,ICT,인천,내항,2025-06-23,2025-06-26,40000,1회 사용 신품급
ONEU9375895,40FT,3700,PNC,부산,외항,2025-06-13,,0,가격 문의 필요
FSCU9252988,40FT,3600,SNCT,인천,외항,2025-06-16,,0,가격 문의 필요
OOLU4409700,40HQ,4200,SNCT,인천,외항,2025-06-04,,0,가격 문의 필요
EMCU3546572,40FT,3900,BPTS,부산,내항,2025-06-16,2025-06-21,45000,도장 벗겨짐 있음
HMMU6069765,40HQ,4100,BPTG,부산,내항,2025-06-28,2025-07-01,40000,1회 사용 신품급
CMAU1775541,20FT,2300,ICT,인천,내항,2025-06-24,2025-06-28,40000,직거래 우선 선호
TCLU9368216,20FT,2200,HBCT,부산,내항,2025-06-10,2025-06-13,42000,내부 청결 양호
YMLU2027758,40FT,3600,HBCT,부산,내항,2025-06-26,2025-06-30,45000,문짝 휘어짐 있음
MSCU3998234,40HQ,3800,TOC,부산,내항,2025-06-29,2025-07-04,50000,약한 스크래치 있음
ONEU4327195,20FT,2200,PNC,부산,외항,2025-06-04,,0,가격 문의 필요
EMCU2361064,40FT,3700,IGCT,군산,내항,2025-06-23,2025-06-28,42000,1회 사용 신품급
FSCU7997741,40HQ,3800,BPTS,부산,내항,2025-06-23,2025-06-28,45000,직거래 우선 선호
HMMU6657805,20FT,2200,GWCT,광양,내항,2025-06-06,2025-06-09,47000,사전 연락 필수
ONEU8268097,20FT,2300,BCT,부산,외항,2025-06-16,,0,가격 문의 필요
FSCU6620216,40HQ,4000,PNIT,부산,외항,2025-06-11,,0,가격 문의 필요
TCLU5916979,20FT,2200,HBCT,부산,내항,2025-06-27,2025-07-02,45000,약한 스크래치 있음
TRIU3257512,40FT,4000,PNC,부산,외항,2025-06-25,,0,가격 문의 필요
EMCU1029471,20FT,2500,HBCT,부산,내항,2025-06-01,2025-06-04,45000,1회 사용 신품급
ONEU5147071,40FT,3700,BPTG,부산,내항,2025-06-16,2025-06-19,40000,직거래 우선 선호
TRIU2228784,40FT,3700,IGCT,군산,내항,2025-06-29,2025-07-02,40000,1회 사용 신품급
ONEU3552751,20FT,2500,IGCT,군산,내항,2025-06-16,2025-06-21,45000,주말 픽업 가능
CMAU7509098,20FT,2200,TOC,부산,내항,2025-06-03,2025-06-07,50000,주말 픽업 가능
FSCU9880465,40HQ,4000,PNIT,부산,외항,2025-06-15,,0,가격 문의 필요
MSCU3148186,40FT,3700,IFT,인천,내항,2025-06-19,2025-06-22,50000,1회 사용 신품급
TCLU3651219,40FT,3800,BCT,부산,외항,2025-06-25,,0,가격 문의 필요
ONEU8322640,40FT,3900,BPTG,부산,내항,2025-06-22,2025-06-27,47000,사전 연락 필수
MAEU5933631,40HQ,3800,TOC,부산,내항,2025-06-29,2025-07-02,40000,내부 청결 양호
TRIU9977005,40FT,3600,PNCT,평택,내항,2025-06-15,2025-06-19,47000,1회 사용 신품급
MAEU5419282,40FT,3600,PNC,부산,외항,2025-06-28,,0,가격 문의 필요
EMCU2734138,20FT,2400,PNIT,부산,외항,2025-06-17,,0,가격 문의 필요
ONEU5260489,20FT,2400,DGT,부산,외항,2025-06-04,,0,가격 문의 필요
HMMU7748295,20FT,2400,PNCT,평택,내항,2025-06-12,2025-06-17,50000,내부 청결 양호
ONEU5971566,20FT,2200,JUCT,울산,내항,2025-06-24,2025-06-28,40000,주말 픽업 가능
HMMU3986545,20FT,2400,PCTC,평택,내항,2025-06-07,2025-06-10,50000,직거래 우선 선호
MSCU2515399,40HQ,4000,IFT,인천,내항,2025-06-10,2025-06-13,45000,1회 사용 신품급
OOLU3964970,40HQ,4100,BPTG,부산,내항,2025-06-02,2025-06-06,42000,1회 사용 신품급
CMAU4703317,40FT,3700,SNCT,인천,외항,2025-06-27,,0,가격 문의 필요
CMAU8350566,40HQ,3800,GWCT,광양,내항,2025-06-04,2025-06-07,47000,약한 스크래치 있음
TRIU3896542,20FT,2300,UNCT,울산,내항,2025-06-27,2025-07-01,42000,문짝 휘어짐 있음
ONEU7553917,40FT,3900,IFT,인천,내항,2025-06-24,2025-06-29,42000,주말 픽업 가능
YMLU2219198,40HQ,4000,JUCT,울산,내항,2025-06-13,2025-06-18,50000,주말 픽업 가능
FSCU8762810,20FT,2200,BPTS,부산,내항,2025-06-25,2025-06-29,45000,1회 사용 신품급
TRIU5857875,40FT,3900,TOC,부산,내항,2025-06-09,2025-06-14,40000,주말 픽업 가능
ONEU4536146,20FT,2200,UNCT,울산,내항,2025-06-17,2025-06-22,50000,주말 픽업 가능
HMMU4842832,20FT,2500,PNIT,부산,외항,2025-06-15,,0,가격 문의 필요
ONEU7968873,40FT,3600,SNCT,인천,외항,2025-06-13,,0,가격 문의 필요
ONEU2668645,20FT,2200,TOC,부산,내항,2025-06-20,2025-06-24,45000,사전 연락 필수
OOLU9001562,20FT,2500,IFT,인천,내항,2025-06-12,2025-06-16,50000,문짝 휘어짐 있음
MSCU3373685,40FT,4000,TOC,부산,내항,2025-06-23,2025-06-27,45000,1회 사용 신품급
OOLU3571290,40HQ,4100,SNCT,인천,외항,2025-06-08,,0,가격 문의 필요
MSCU9762922,40HQ,4200,GWCT,광양,내항,2025-06-11,2025-06-16,45000,주말 픽업 가능
TCLU4827180,20FT,2400,UNCT,울산,내항,2025-06-07,2025-06-10,50000,문짝 휘어짐 있음
TRIU5659107,40HQ,4100,IFT,인천,내항,2025-06-12,2025-06-16,40000,사전 연락 필수
CMAU6252650,40FT,4000,TOC,부산,내항,2025-06-17,2025-06-21,42000,문짝 휘어짐 있음
OOLU5418153,40FT,3900,PNIT,부산,외항,2025-06-15,,0,가격 문의 필요
MAEU9573535,20FT,2200,HJIT,인천,외항,2025-06-30,,0,가격 문의 필요
TRIU6690778,20FT,2400,IFT,인천,내항,2025-06-28,2025-07-01,47000,주말 픽업 가능
OOLU6808931,40HQ,3900,PNIT,부산,외항,2025-06-03,,0,가격 문의 필요
TRIU7696559,20FT,2200,BCT,부산,외항,2025-06-15,,0,가격 문의 필요
HMMU1955889,20FT,2200,KIT,광양,내항,2025-06-04,2025-06-08,42000,사전 연락 필수
HMMU6219649,40FT,3800,HJIT,인천,외항,2025-06-15,,0,가격 문의 필요
EMCU3914193,40HQ,4000,BPTG,부산,내항,2025-06-18,2025-06-21,47000,내부 청결 양호
FSCU5157470,40FT,3700,PNC,부산,외항,2025-06-19,,0,가격 문의 필요
MSCU1803361,20FT,2400,SNCT,인천,외항,2025-06-25,,0,가격 문의 필요
TCLU3075248,40FT,3700,IGCT,군산,내항,2025-06-04,2025-06-07,40000,직거래 우선 선호
TCLU9982302,40HQ,3900,HJIT,인천,외항,2025-06-22,,0,가격 문의 필요
OOLU8132550,20FT,2400,PNCT,평택,내항,2025-06-03,2025-06-08,47000,내부 청결 양호
OOLU6851715,20FT,2300,TOC,부산,내항,2025-06-13,2025-06-17,50000,사전 연락 필수
ONEU2931871,40HQ,3800,IFT,인천,내항,2025-06-24,2025-06-27,40000,주말 픽업 가능
FSCU7110319,40FT,3700,HBCT,부산,내항,2025-06-21,2025-06-25,42000,주말 픽업 가능
CMAU4040360,40HQ,4000,IFT,인천,내항,2025-06-16,2025-06-20,50000,약한 스크래치 있음
HMMU6673525,40FT,3700,ICT,인천,내항,2025-06-24,2025-06-27,45000,사전 연락 필수
HMMU7602420,40HQ,4200,SNCT,인천,외항,2025-06-20,,0,가격 문의 필요
ONEU9436820,40HQ,4000,UNCT,울산,내항,2025-06-28,2025-07-01,45000,내부 청결 양호
TCLU1426354,40HQ,4200,PNCT,평택,내항,2025-06-09,2025-06-12,47000,도장 벗겨짐 있음
TRIU3240660,20FT,2200,E1CT,인천,내항,2025-06-18,2025-06-21,40000,내부 청결 양호
FSCU2321580,20FT,2400,GWCT,광양,내항,2025-06-10,2025-06-15,47000,사전 연락 필수
FSCU6356023,40HQ,3800,E1CT,인천,내항,2025-06-27,2025-07-01,50000,주말 픽업 가능
EMCU9426889,40HQ,4000,PNIT,부산,외항,2025-06-05,,0,가격 문의 필요
OOLU5330939,40FT,3700,PNIT,부산,외항,2025-06-04,,0,가격 문의 필요
YMLU7119211,40HQ,3800,BCT,부산,외항,2025-06-02,,0,가격 문의 필요
MSCU9557212,20FT,2500,BPTG,부산,내항,2025-06-05,2025-06-09,42000,약한 스크래치 있음
ONEU4438626,40FT,3900,UNCT,울산,내항,2025-06-24,2025-06-28,47000,문짝 휘어짐 있음
MSCU4449677,40HQ,4200,PNIT,부산,외항,2025-06-29,,0,가격 문의 필요
MSCU9338376,20FT,2300,GWCT,광양,내항,2025-06-03,2025-06-06,40000,1회 사용 신품급
TRIU4328525,40FT,3700,JUCT,울산,내항,2025-06-24,2025-06-27,45000,주말 픽업 가능
TCLU6845456,40HQ,3800,HJIT,인천,외항,2025-06-12,,0,가격 문의 필요
ONEU7778324,40FT,3600,BCT,부산,외항,2025-06-26,,0,가격 문의 필요
HMMU9123459,40HQ,4200,IGCT,군산,내항,2025-06-29,2025-07-03,42000,문짝 휘어짐 있음
TCLU3341235,20FT,2100,BPTG,부산,내항,2025-06-16,2025-06-21,42000,사전 연락 필수
FSCU5903515,40HQ,3900,GWCT,광양,내항,2025-06-01,2025-06-06,45000,문짝 휘어짐 있음
TCLU2929324,20FT,2200,DGT,부산,외항,2025-06-10,,0,가격 문의 필요
CMAU8623933,40HQ,4100,DGT,부산,외항,2025-06-03,,0,가격 문의 필요
TCLU4127512,20FT,2100,DGT,부산,외항,2025-06-03,,0,가격 문의 필요
OOLU7518538,20FT,2400,BPTG,부산,내항,2025-06-09,2025-06-13,45000,주말 픽업 가능
MSCU4937841,20FT,2300,E1CT,인천,내항,2025-06-12,2025-06-16,50000,주말 픽업 가능
FSCU1563982,20FT,2200,IGCT,군산,내항,2025-06-02,2025-06-07,50000,사전 연락 필수
MAEU4935535,40FT,3800,HJIT,인천,외항,2025-06-19,,0,가격 문의 필요
EMCU4124754,40HQ,4200,ICT,인천,내항,2025-06-09,2025-06-13,42000,약한 스크래치 있음
YMLU9403524,40FT,3800,BNCT,부산,외항,2025-06-12,,0,가격 문의 필요
ONEU6974802,40FT,3700,BPTS,부산,내항,2025-06-20,2025-06-24,50000,사전 연락 필수
CMAU9313561,20FT,2300,JUCT,울산,내항,2025-06-26,2025-06-29,45000,직거래 우선 선호
TCLU1061497,40HQ,4100,HBCT,부산,내항,2025-06-02,2025-06-06,40000,직거래 우선 선호
HMMU8778941,40HQ,3900,PNCT,평택,내항,2025-06-19,2025-06-24,50000,주말 픽업 가능
FSCU6476332,40FT,3900,BCT,부산,외항,2025-06-27,,0,가격 문의 필요
TCLU2402376,40FT,3700,PCTC,평택,내항,2025-06-24,2025-06-27,45000,사전 연락 필수
ONEU3474179,40FT,3600,KIT,광양,내항,2025-06-12,2025-06-16,45000,사전 연락 필수
FSCU9404861,40HQ,3900,BPTS,부산,내항,2025-06-14,2025-06-18,42000,내부 청결 양호
MAEU9335763,40HQ,3900,SNCT,인천,외항,2025-06-21,,0,가격 문의 필요
OOLU3052479,20FT,2300,TOC,부산,내항,2025-06-25,2025-06-28,47000,사전 연락 필수
EMCU3236255,40FT,3800,PNCT,평택,내항,2025-06-26,2025-07-01,47000,주말 픽업 가능
EMCU1894463,40HQ,3900,JUCT,울산,내항,2025-06-27,2025-07-02,50000,도장 벗겨짐 있음
MSCU8506176,20FT,2300,KIT,광양,내항,2025-06-24,2025-06-27,47000,주말 픽업 가능
MSCU6673095,40HQ,4100,PNCT,평택,내항,2025-06-03,2025-06-07,47000,내부 청결 양호
OOLU6943450,40FT,3800,PCTC,평택,내항,2025-06-23,2025-06-28,42000,도장 벗겨짐 있음
ONEU7521162,20FT,2500,SNCT,인천,외항,2025-06-27,,0,가격 문의 필요
ONEU8721372,20FT,2500,DGT,부산,외항,2025-06-10,,0,가격 문의 필요
