Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
TRIU9253049,40HQ,4200,UNCT,울산,내항,2025-06-19,2025-06-24,40000,전화 요망
HMMU9258777,20FT,2300,BCT,부산,외항,2025-06-18,,0,가격 문의 필요
HMMU7605783,40HQ,3900,BPTG,부산,내항,2025-06-28,2025-07-01,50000,확정 이후 연락
TRIU3047610,40HQ,4000,KIT,광양,내항,2025-06-24,2025-06-27,42000,야간 불가
FSCU4599676,40FT,3600,PCTC,평택,내항,2025-06-06,2025-06-09,40000,야간 불가
HMMU4458744,40FT,3900,JUCT,울산,내항,2025-06-15,2025-06-20,40000,야간 불가
FSCU8135914,40HQ,4200,PNIT,부산,외항,2025-06-24,,0,가격 문의 필요
EMCU1532137,20FT,2200,KIT,광양,내항,2025-06-13,2025-06-17,45000,야간 불가
ONEU4763129,40FT,3900,BCT,부산,외항,2025-06-30,,0,가격 문의 필요
MAEU2737694,20FT,2200,JUCT,울산,내항,2025-06-23,2025-06-26,40000,전화 요망
MAEU8296427,40FT,3700,JUCT,울산,내항,2025-06-22,2025-06-27,47000,빠른 픽업 가능
YMLU2205365,40FT,3900,UNCT,울산,내항,2025-06-18,2025-06-23,42000,전화 요망
YMLU8051378,20FT,2300,KIT,광양,내항,2025-06-12,2025-06-16,50000,확정 이후 연락
TCLU8301020,20FT,2200,PNIT,부산,외항,2025-06-09,,0,가격 문의 필요
MSCU2221156,40HQ,3800,PNIT,부산,외항,2025-06-12,,0,가격 문의 필요
CMAU5520987,20FT,2300,SNCT,인천,외항,2025-06-06,,0,가격 문의 필요
MAEU7334382,20FT,2200,BPTG,부산,내항,2025-06-19,2025-06-24,47000,야간 불가
EMCU7647601,20FT,2100,E1CT,인천,내항,2025-06-06,2025-06-10,42000,빠른 픽업 가능
CMAU8874935,20FT,2100,IGCT,군산,내항,2025-06-09,2025-06-13,47000,빠른 픽업 가능
CMAU4263853,20FT,2300,UNCT,울산,내항,2025-06-04,2025-06-09,45000,전화 요망
MSCU6935548,40FT,3600,SNCT,인천,외항,2025-06-10,,0,가격 문의 필요
HMMU6697517,20FT,2400,TOC,부산,내항,2025-06-27,2025-06-30,42000,전화 요망
ONEU6348544,20FT,2400,IFT,인천,내항,2025-06-30,2025-07-03,42000,빠른 픽업 가능
EMCU3699682,20FT,2500,BPTS,부산,내항,2025-06-20,2025-06-23,47000,빠른 픽업 가능
EMCU6854091,40HQ,4100,DGT,부산,외항,2025-06-21,,0,가격 문의 필요
FSCU6139561,40HQ,4000,PCTC,평택,내항,2025-06-22,2025-06-26,47000,확정 이후 연락
HMMU8955666,20FT,2400,BCT,부산,외항,2025-06-18,,0,가격 문의 필요
CMAU9514298,20FT,2200,BPTS,부산,내항,2025-06-24,2025-06-27,42000,야간 불가
TRIU5782066,40HQ,4100,DGT,부산,외항,2025-06-12,,0,가격 문의 필요
OOLU6528566,40HQ,3900,E1CT,인천,내항,2025-06-24,2025-06-27,42000,빠른 픽업 가능
EMCU1027258,40HQ,4100,IFT,인천,내항,2025-06-30,2025-07-04,42000,빠른 픽업 가능
EMCU8493933,20FT,2500,GWCT,광양,내항,2025-06-20,2025-06-24,45000,야간 불가
TCLU1122544,40FT,4000,KIT,광양,내항,2025-06-20,2025-06-24,40000,전화 요망
MAEU9853108,20FT,2100,BPTS,부산,내항,2025-06-13,2025-06-18,40000,전화 요망
ONEU9402021,20FT,2100,TOC,부산,내항,2025-06-30,2025-07-05,42000,빠른 픽업 가능
MSCU3838944,40HQ,3800,HJIT,인천,외항,2025-06-11,,0,가격 문의 필요
ONEU9295909,20FT,2500,HJIT,인천,외항,2025-06-18,,0,가격 문의 필요
OOLU7085053,20FT,2300,PNC,부산,외항,2025-06-25,,0,가격 문의 필요
TRIU4032178,40HQ,4100,UNCT,울산,내항,2025-06-29,2025-07-04,50000,야간 불가
OOLU7972746,40HQ,3900,HBCT,부산,내항,2025-06-20,2025-06-24,40000,확정 이후 연락
OOLU7683178,40HQ,4200,HBCT,부산,내항,2025-06-29,2025-07-04,45000,전화 요망
ONEU5802391,20FT,2100,IFT,인천,내항,2025-06-05,2025-06-08,45000,전화 요망
EMCU5526729,40HQ,3800,PNCT,평택,내항,2025-06-02,2025-06-06,40000,확정 이후 연락
HMMU6411577,20FT,2200,IFT,인천,내항,2025-06-13,2025-06-16,42000,전화 요망
FSCU7843263,40HQ,4000,SNCT,인천,외항,2025-06-20,,0,가격 문의 필요
CMAU8154678,20FT,2500,PNIT,부산,외항,2025-06-28,,0,가격 문의 필요
CMAU4324842,20FT,2200,TOC,부산,내항,2025-06-06,2025-06-10,42000,야간 불가
FSCU7323763,40FT,3800,KIT,광양,내항,2025-06-10,2025-06-13,45000,확정 이후 연락
CMAU3045867,40HQ,4000,IFT,인천,내항,2025-06-15,2025-06-19,42000,확정 이후 연락
YMLU7095021,20FT,2400,BNCT,부산,외항,2025-06-26,,0,가격 문의 필요
HMMU8068476,40FT,3600,PNCT,평택,내항,2025-06-13,2025-06-17,40000,야간 불가
TRIU3147342,40FT,3900,PNIT,부산,외항,2025-06-19,,0,가격 문의 필요
TRIU5981517,20FT,2400,PNC,부산,외항,2025-06-25,,0,가격 문의 필요
HMMU2958002,20FT,2100,PNCT,평택,내항,2025-06-18,2025-06-22,40000,전화 요망
CMAU5140097,40FT,3900,PNIT,부산,외항,2025-06-12,,0,가격 문의 필요
TRIU1685317,40HQ,4000,ICT,인천,내항,2025-06-11,2025-06-16,45000,전화 요망
MAEU2543516,20FT,2200,JUCT,울산,내항,2025-06-05,2025-06-09,40000,빠른 픽업 가능
YMLU6250925,40HQ,4200,PNIT,부산,외항,2025-06-15,,0,가격 문의 필요
TCLU9505199,40HQ,4100,SNCT,인천,외항,2025-06-14,,0,가격 문의 필요
MAEU5355657,20FT,2400,BPTG,부산,내항,2025-06-24,2025-06-28,42000,확정 이후 연락
FSCU7400123,40FT,3700,IFT,인천,내항,2025-06-02,2025-06-06,42000,전화 요망
OOLU1516925,20FT,2300,SNCT,인천,외항,2025-06-16,,0,가격 문의 필요
EMCU3778252,20FT,2100,ICT,인천,내항,2025-06-13,2025-06-17,45000,야간 불가
FSCU2940627,40HQ,3900,HBCT,부산,내항,2025-06-26,2025-07-01,40000,야간 불가
YMLU9161742,40FT,3600,IFT,인천,내항,2025-06-17,2025-06-20,47000,빠른 픽업 가능
ONEU5296944,40HQ,3800,BPTS,부산,내항,2025-06-28,2025-07-01,40000,야간 불가
HMMU2339074,40HQ,4000,PCTC,평택,내항,2025-06-25,2025-06-30,45000,야간 불가
FSCU7990851,20FT,2100,KIT,광양,내항,2025-06-16,2025-06-20,50000,전화 요망
TRIU6434090,40HQ,4100,GWCT,광양,내항,2025-06-11,2025-06-14,50000,빠른 픽업 가능
CMAU3711427,40FT,3900,BCT,부산,외항,2025-06-28,,0,가격 문의 필요
OOLU5258307,20FT,2400,PCTC,평택,내항,2025-06-05,2025-06-08,42000,확정 이후 연락
MAEU8752910,20FT,2300,DGT,부산,외항,2025-06-18,,0,가격 문의 필요
TRIU1971681,40HQ,4200,HJIT,인천,외항,2025-06-01,,0,가격 문의 필요
TCLU6694282,40FT,3800,PNC,부산,외항,2025-06-20,,0,가격 문의 필요
FSCU7047772,40FT,3600,IFT,인천,내항,2025-06-14,2025-06-17,42000,전화 요망
YMLU3557205,20FT,2400,ICT,인천,내항,2025-06-18,2025-06-21,40000,전화 요망
MSCU4287290,40HQ,4200,PNCT,평택,내항,2025-06-07,2025-06-12,40000,야간 불가
CMAU9893948,40FT,3800,BPTS,부산,내항,2025-06-25,2025-06-29,47000,야간 불가
FSCU5158172,40HQ,4200,E1CT,인천,내항,2025-06-18,2025-06-22,40000,확정 이후 연락
MAEU6899560,40HQ,4100,UNCT,울산,내항,2025-06-04,2025-06-08,45000,확정 이후 연락
HMMU7299778,20FT,2200,SNCT,인천,외항,2025-06-04,,0,가격 문의 필요
TCLU8898944,40FT,3600,PNC,부산,외항,2025-06-25,,0,가격 문의 필요
TCLU7442240,20FT,2200,TOC,부산,내항,2025-06-29,2025-07-04,45000,빠른 픽업 가능
OOLU6400890,20FT,2300,KIT,광양,내항,2025-06-03,2025-06-07,42000,확정 이후 연락
TRIU6611882,40FT,3600,PNC,부산,외항,2025-06-08,,0,가격 문의 필요
ONEU9706107,40FT,4000,UNCT,울산,내항,2025-06-12,2025-06-17,40000,야간 불가
FSCU5131346,40HQ,4100,E1CT,인천,내항,2025-06-05,2025-06-10,42000,빠른 픽업 가능
FSCU3355117,40FT,3800,JUCT,울산,내항,2025-06-03,2025-06-07,50000,확정 이후 연락
HMMU5383717,40HQ,4000,ICT,인천,내항,2025-06-27,2025-06-30,47000,확정 이후 연락
HMMU6198702,40HQ,4100,JUCT,울산,내항,2025-06-29,2025-07-04,47000,야간 불가
FSCU1299993,40FT,3700,TOC,부산,내항,2025-06-19,2025-06-24,50000,빠른 픽업 가능
ONEU7275003,40FT,3900,UNCT,울산,내항,2025-06-09,2025-06-13,47000,전화 요망
TRIU2892423,40FT,3900,BCT,부산,외항,2025-06-15,,0,가격 문의 필요
ONEU2123457,20FT,2100,TOC,부산,내항,2025-06-07,2025-06-10,42000,빠른 픽업 가능
YMLU5678942,40FT,3800,ICT,인천,내항,2025-06-18,2025-06-23,45000,야간 불가
FSCU2097855,40FT,3900,PNIT,부산,외항,2025-06-23,,0,가격 문의 필요
OOLU4178436,40HQ,3800,IFT,인천,내항,2025-06-02,2025-06-07,45000,야간 불가
ONEU3342266,40FT,3600,TOC,부산,내항,2025-06-27,2025-07-02,50000,야간 불가
FSCU5579937,20FT,2200,PCTC,평택,내항,2025-06-11,2025-06-15,45000,야간 불가
CMAU8877554,40FT,3900,HJIT,인천,외항,2025-06-03,,0,가격 문의 필요
EMCU9870692,40FT,3600,BCT,부산,외항,2025-06-26,,0,가격 문의 필요
MAEU5979737,40HQ,4100,JUCT,울산,내항,2025-06-11,2025-06-16,45000,빠른 픽업 가능
FSCU6098378,40FT,3800,E1CT,인천,내항,2025-06-22,2025-06-25,42000,야간 불가
FSCU6336243,40FT,3700,BCT,부산,외항,2025-06-27,,0,가격 문의 필요
MAEU5051720,40FT,3800,IFT,인천,내항,2025-06-02,2025-06-06,40000,확정 이후 연락
FSCU7933045,20FT,2500,SNCT,인천,외항,2025-06-26,,0,가격 문의 필요
HMMU8497998,40FT,3700,DGT,부산,외항,2025-06-08,,0,가격 문의 필요
CMAU4588910,40HQ,4100,ICT,인천,내항,2025-06-06,2025-06-10,47000,빠른 픽업 가능
MSCU8831268,40HQ,3800,PCTC,평택,내항,2025-06-11,2025-06-15,50000,야간 불가
OOLU5784495,40FT,3900,IGCT,군산,내항,2025-06-05,2025-06-09,45000,전화 요망
YMLU3647561,40HQ,4000,BCT,부산,외항,2025-06-05,,0,가격 문의 필요
ONEU7045454,20FT,2500,TOC,부산,내항,2025-06-04,2025-06-08,50000,야간 불가
ONEU3582274,20FT,2300,PCTC,평택,내항,2025-06-11,2025-06-15,45000,확정 이후 연락
OOLU6112003,20FT,2400,PCTC,평택,내항,2025-06-17,2025-06-22,47000,전화 요망
MSCU2517625,40FT,4000,E1CT,인천,내항,2025-06-14,2025-06-18,40000,확정 이후 연락
ONEU5354657,40HQ,3900,IGCT,군산,내항,2025-06-03,2025-06-07,45000,야간 불가
YMLU7504124,40FT,3600,GWCT,광양,내항,2025-06-27,2025-07-01,45000,확정 이후 연락
HMMU3121764,20FT,2200,HBCT,부산,내항,2025-06-23,2025-06-26,40000,확정 이후 연락
ONEU4928073,40HQ,3800,E1CT,인천,내항,2025-06-19,2025-06-24,45000,확정 이후 연락
MAEU8049882,20FT,2300,KIT,광양,내항,2025-06-19,2025-06-22,42000,전화 요망
ONEU3151483,40HQ,3800,SNCT,인천,외항,2025-06-06,,0,가격 문의 필요
FSCU9171481,20FT,2500,UNCT,울산,내항,2025-06-24,2025-06-28,42000,확정 이후 연락
TCLU4137093,40HQ,3800,PNIT,부산,외항,2025-06-03,,0,가격 문의 필요
TRIU3088220,40FT,3800,DGT,부산,외항,2025-06-15,,0,가격 문의 필요
HMMU3461726,40HQ,4100,BNCT,부산,외항,2025-06-12,,0,가격 문의 필요
OOLU9148564,20FT,2100,E1CT,인천,내항,2025-06-28,2025-07-03,40000,확정 이후 연락
TCLU5732600,20FT,2100,PNIT,부산,외항,2025-06-03,,0,가격 문의 필요
MSCU9775180,40FT,3700,PNC,부산,외항,2025-06-15,,0,가격 문의 필요
MAEU7299088,20FT,2300,ICT,인천,내항,2025-06-30,2025-07-04,42000,빠른 픽업 가능
TCLU4852941,20FT,2300,HJIT,인천,외항,2025-06-19,,0,가격 문의 필요
YMLU4978458,20FT,2200,IFT,인천,내항,2025-06-15,2025-06-20,40000,야간 불가
YMLU8897882,40HQ,3800,PNCT,평택,내항,2025-06-28,2025-07-03,50000,빠른 픽업 가능
MSCU7246534,40HQ,3900,BPTG,부산,내항,2025-06-05,2025-06-08,45000,확정 이후 연락
MAEU2249281,40HQ,4100,ICT,인천,내항,2025-06-06,2025-06-10,42000,확정 이후 연락
TCLU8043202,40HQ,3900,BNCT,부산,외항,2025-06-06,,0,가격 문의 필요
CMAU4531138,40FT,3700,IFT,인천,내항,2025-06-18,2025-06-21,40000,빠른 픽업 가능
OOLU3085438,40FT,3600,HBCT,부산,내항,2025-06-03,2025-06-08,45000,빠른 픽업 가능
CMAU9269707,40HQ,3900,GWCT,광양,내항,2025-06-18,2025-06-23,40000,야간 불가
MAEU7648220,20FT,2400,IFT,인천,내항,2025-06-03,2025-06-06,42000,전화 요망
HMMU4824371,20FT,2400,HBCT,부산,내항,2025-06-27,2025-06-30,42000,야간 불가
YMLU1824071,20FT,2400,BPTG,부산,내항,2025-06-04,2025-06-07,45000,빠른 픽업 가능
TRIU4577724,20FT,2400,BCT,부산,외항,2025-06-25,,0,가격 문의 필요
EMCU3101475,40FT,4000,TOC,부산,내항,2025-06-29,2025-07-02,40000,전화 요망
HMMU7494090,20FT,2200,BPTS,부산,내항,2025-06-28,2025-07-01,42000,확정 이후 연락
FSCU7489962,20FT,2400,BNCT,부산,외항,2025-06-03,,0,가격 문의 필요
OOLU9900981,40HQ,4100,PNC,부산,외항,2025-06-10,,0,가격 문의 필요
TCLU4112096,40FT,3600,SNCT,인천,외항,2025-06-09,,0,가격 문의 필요
FSCU7736187,40HQ,4000,BNCT,부산,외항,2025-06-09,,0,가격 문의 필요
MSCU6054856,20FT,2300,PNCT,평택,내항,2025-06-09,2025-06-14,50000,빠른 픽업 가능
MAEU9521044,20FT,2300,BPTG,부산,내항,2025-06-07,2025-06-10,47000,확정 이후 연락
EMCU1056896,40HQ,3800,BPTG,부산,내항,2025-06-21,2025-06-26,50000,전화 요망
HMMU2431820,40HQ,3900,HBCT,부산,내항,2025-06-11,2025-06-14,45000,전화 요망
MSCU5459050,40HQ,4200,E1CT,인천,내항,2025-06-15,2025-06-19,40000,확정 이후 연락
OOLU9150815,20FT,2500,PNC,부산,외항,2025-06-09,,0,가격 문의 필요
MAEU6134364,40HQ,4100,IFT,인천,내항,2025-06-19,2025-06-22,50000,전화 요망
TRIU5116644,40HQ,4100,HJIT,인천,외항,2025-06-21,,0,가격 문의 필요
CMAU4427640,20FT,2400,TOC,부산,내항,2025-06-18,2025-06-21,45000,확정 이후 연락
TCLU7419406,40HQ,4200,PCTC,평택,내항,2025-06-28,2025-07-02,50000,확정 이후 연락
ONEU3636606,20FT,2400,PNCT,평택,내항,2025-06-10,2025-06-13,40000,확정 이후 연락
HMMU5708458,40FT,4000,ICT,인천,내항,2025-06-11,2025-06-16,47000,확정 이후 연락
ONEU8490711,20FT,2100,DGT,부산,외항,2025-06-03,,0,가격 문의 필요
FSCU2570295,20FT,2300,PNC,부산,외항,2025-06-18,,0,가격 문의 필요
TRIU5799522,40HQ,4100,SNCT,인천,외항,2025-06-23,,0,가격 문의 필요
CMAU7507861,20FT,2100,PNIT,부산,외항,2025-06-01,,0,가격 문의 필요
MSCU2857126,40HQ,3800,IGCT,군산,내항,2025-06-14,2025-06-17,42000,빠른 픽업 가능
FSCU8859926,40HQ,3800,BPTG,부산,내항,2025-06-03,2025-06-06,42000,야간 불가
HMMU8616705,20FT,2100,JUCT,울산,내항,2025-06-05,2025-06-08,45000,빠른 픽업 가능
MSCU9142407,40FT,3900,DGT,부산,외항,2025-06-22,,0,가격 문의 필요
TCLU2346896,20FT,2500,BPTG,부산,내항,2025-06-28,2025-07-03,40000,야간 불가
ONEU9035159,40FT,3600,SNCT,인천,외항,2025-06-12,,0,가격 문의 필요
HMMU3344755,40FT,4000,JUCT,울산,내항,2025-06-02,2025-06-07,50000,전화 요망
EMCU5672699,40FT,3900,HBCT,부산,내항,2025-06-26,2025-06-30,42000,전화 요망
OOLU3390978,20FT,2100,HJIT,인천,외항,2025-06-15,,0,가격 문의 필요
OOLU2767624,40FT,3700,HJIT,인천,외항,2025-06-23,,0,가격 문의 필요
EMCU7851181,40HQ,3900,PCTC,평택,내항,2025-06-23,2025-06-27,50000,빠른 픽업 가능
FSCU7170696,20FT,2400,HBCT,부산,내항,2025-06-23,2025-06-28,47000,전화 요망
EMCU6217994,20FT,2200,HBCT,부산,내항,2025-06-01,2025-06-05,50000,전화 요망
MSCU6520152,20FT,2500,PNIT,부산,외항,2025-06-27,,0,가격 문의 필요
OOLU1071867,20FT,2300,SNCT,인천,외항,2025-06-22,,0,가격 문의 필요
MSCU6030984,40FT,3900,GWCT,광양,내항,2025-06-11,2025-06-16,50000,전화 요망
EMCU6005770,40HQ,4100,IFT,인천,내항,2025-06-12,2025-06-17,40000,전화 요망
HMMU9381790,40FT,3600,BCT,부산,외항,2025-06-02,,0,가격 문의 필요
HMMU1544676,40HQ,4200,PNIT,부산,외항,2025-06-18,,0,가격 문의 필요
CMAU2776157,40FT,4000,UNCT,울산,내항,2025-06-14,2025-06-18,45000,야간 불가
MSCU5154555,40FT,3900,JUCT,울산,내항,2025-06-11,2025-06-16,42000,야간 불가
HMMU6723897,40FT,3700,IGCT,군산,내항,2025-06-30,2025-07-03,40000,전화 요망
TRIU1646685,20FT,2300,TOC,부산,내항,2025-06-19,2025-06-23,47000,확정 이후 연락
HMMU5109480,40FT,3700,HBCT,부산,내항,2025-06-22,2025-06-27,47000,빠른 픽업 가능
HMMU3671327,40FT,3700,PCTC,평택,내항,2025-06-04,2025-06-08,50000,빠른 픽업 가능
MSCU5814479,40FT,4000,PCTC,평택,내항,2025-06-07,2025-06-10,40000,야간 불가
TRIU3182451,40HQ,3900,PCTC,평택,내항,2025-06-23,2025-06-28,45000,전화 요망
TRIU1843583,40FT,3900,PNC,부산,외항,2025-06-23,,0,가격 문의 필요
HMMU8498757,20FT,2300,HBCT,부산,내항,2025-06-16,2025-06-21,40000,전화 요망
MAEU9073136,40HQ,4200,TOC,부산,내항,2025-06-13,2025-06-16,45000,빠른 픽업 가능
YMLU6978691,40HQ,3800,IGCT,군산,내항,2025-06-13,2025-06-18,50000,빠른 픽업 가능
TCLU7382135,40FT,4000,E1CT,인천,내항,2025-06-12,2025-06-17,47000,전화 요망
MAEU6201102,40FT,3900,ICT,인천,내항,2025-06-11,2025-06-16,42000,전화 요망
TCLU8533785,40HQ,4000,KIT,광양,내항,2025-06-22,2025-06-27,50000,확정 이후 연락
MSCU7664177,40FT,3600,PNCT,평택,내항,2025-06-18,2025-06-23,45000,야간 불가
MAEU5099113,20FT,2500,PNC,부산,외항,2025-06-12,,0,가격 문의 필요
FSCU3475980,20FT,2200,TOC,부산,내항,2025-06-28,2025-07-01,50000,빠른 픽업 가능
YMLU5998600,40FT,3700,BPTS,부산,내항,2025-06-04,2025-06-07,42000,야간 불가
FSCU5718843,40FT,3900,GWCT,광양,내항,2025-06-20,2025-06-23,40000,전화 요망
ONEU2849220,40HQ,4200,JUCT,울산,내항,2025-06-19,2025-06-24,50000,빠른 픽업 가능
ONEU3810420,40HQ,4000,IFT,인천,내항,2025-06-01,2025-06-05,40000,빠른 픽업 가능
HMMU3453188,40FT,3600,HJIT,인천,외항,2025-06-16,,0,가격 문의 필요
OOLU5335302,40HQ,4200,IGCT,군산,내항,2025-06-28,2025-07-03,45000,야간 불가
MAEU6100992,40FT,3700,BCT,부산,외항,2025-06-09,,0,가격 문의 필요
MAEU1906555,40FT,3600,HBCT,부산,내항,2025-06-14,2025-06-19,40000,확정 이후 연락
MAEU9079330,40HQ,4000,BNCT,부산,외항,2025-06-10,,0,가격 문의 필요
FSCU5763720,20FT,2200,PNCT,평택,내항,2025-06-09,2025-06-13,42000,전화 요망
MSCU1435608,40FT,3800,BNCT,부산,외항,2025-06-24,,0,가격 문의 필요
HMMU2002312,40FT,3900,PCTC,평택,내항,2025-06-19,2025-06-22,47000,빠른 픽업 가능
ONEU8979752,40FT,3800,JUCT,울산,내항,2025-06-08,2025-06-12,40000,야간 불가
FSCU4629473,40FT,3900,PNIT,부산,외항,2025-06-13,,0,가격 문의 필요
OOLU5537778,40FT,3900,PNIT,부산,외항,2025-06-02,,0,가격 문의 필요
CMAU5726683,20FT,2500,IFT,인천,내항,2025-06-14,2025-06-18,45000,확정 이후 연락
MAEU4397866,40HQ,3900,BPTG,부산,내항,2025-06-01,2025-06-05,40000,빠른 픽업 가능
TCLU3709536,40FT,3700,HJIT,인천,외항,2025-06-26,,0,가격 문의 필요
CMAU1294356,40HQ,4200,PNC,부산,외항,2025-06-13,,0,가격 문의 필요
HMMU5901095,40FT,4000,BNCT,부산,외항,2025-06-20,,0,가격 문의 필요
YMLU2900630,40HQ,3800,TOC,부산,내항,2025-06-24,2025-06-27,50000,전화 요망
ONEU4820900,40FT,3800,SNCT,인천,외항,2025-06-25,,0,가격 문의 필요
YMLU3167288,20FT,2400,IGCT,군산,내항,2025-06-26,2025-06-30,45000,야간 불가
TCLU5203277,40FT,3600,DGT,부산,외항,2025-06-14,,0,가격 문의 필요
ONEU2272669,40HQ,3800,PNC,부산,외항,2025-06-26,,0,가격 문의 필요
TRIU5161352,40HQ,4000,PNIT,부산,외항,2025-06-17,,0,가격 문의 필요
CMAU7336125,20FT,2500,BCT,부산,외항,2025-06-23,,0,가격 문의 필요
TRIU1726483,40FT,3900,SNCT,인천,외항,2025-06-04,,0,가격 문의 필요
EMCU8333047,40FT,3800,BCT,부산,외항,2025-06-18,,0,가격 문의 필요
TCLU3520784,40FT,4000,PCTC,평택,내항,2025-06-14,2025-06-17,40000,빠른 픽업 가능
YMLU9651423,40HQ,3800,DGT,부산,외항,2025-06-19,,0,가격 문의 필요
ONEU4498677,40HQ,4100,DGT,부산,외항,2025-06-17,,0,가격 문의 필요
FSCU7110903,40FT,3900,DGT,부산,외항,2025-06-08,,0,가격 문의 필요
YMLU7749998,40HQ,4100,BPTG,부산,내항,2025-06-01,2025-06-06,50000,전화 요망
MAEU1751108,40FT,3900,PCTC,평택,내항,2025-06-09,2025-06-12,47000,야간 불가
MAEU1777081,40HQ,4200,HJIT,인천,외항,2025-06-06,,0,가격 문의 필요
EMCU1423994,40HQ,4100,SNCT,인천,외항,2025-06-09,,0,가격 문의 필요
TRIU9724992,40FT,3900,UNCT,울산,내항,2025-06-27,2025-07-02,50000,빠른 픽업 가능
HMMU5335919,20FT,2500,BPTG,부산,내항,2025-06-09,2025-06-13,42000,빠른 픽업 가능
TRIU6629303,20FT,2200,ICT,인천,내항,2025-06-12,2025-06-15,45000,전화 요망
MSCU7116744,40HQ,4000,IFT,인천,내항,2025-06-20,2025-06-24,50000,확정 이후 연락
CMAU2332908,40FT,3900,HJIT,인천,외항,2025-06-05,,0,가격 문의 필요
EMCU9470054,20FT,2200,PCTC,평택,내항,2025-06-28,2025-07-02,40000,빠른 픽업 가능
OOLU7542345,40HQ,3900,BNCT,부산,외항,2025-06-12,,0,가격 문의 필요
CMAU7777471,40FT,3800,PNIT,부산,외항,2025-06-04,,0,가격 문의 필요
HMMU7647186,20FT,2500,PNCT,평택,내항,2025-06-23,2025-06-26,50000,빠른 픽업 가능
MAEU5895354,40FT,3800,PNC,부산,외항,2025-06-02,,0,가격 문의 필요
ONEU7430833,20FT,2100,PCTC,평택,내항,2025-06-01,2025-06-06,40000,야간 불가
OOLU5468125,20FT,2300,BPTS,부산,내항,2025-06-26,2025-06-29,40000,야간 불가
TRIU4430288,40FT,3900,TOC,부산,내항,2025-06-20,2025-06-24,42000,야간 불가
ONEU9939508,40FT,4000,PCTC,평택,내항,2025-06-19,2025-06-23,40000,전화 요망
YMLU5041637,40HQ,4000,ICT,인천,내항,2025-06-28,2025-07-01,47000,전화 요망
YMLU3208551,20FT,2400,PCTC,평택,내항,2025-06-21,2025-06-25,50000,확정 이후 연락
EMCU9782125,20FT,2200,HJIT,인천,외항,2025-06-12,,0,가격 문의 필요
EMCU3052911,20FT,2100,UNCT,울산,내항,2025-06-17,2025-06-22,50000,확정 이후 연락
OOLU3793091,40HQ,4200,UNCT,울산,내항,2025-06-06,2025-06-11,50000,전화 요망
TCLU9486071,40FT,4000,BPTG,부산,내항,2025-06-10,2025-06-15,47000,빠른 픽업 가능
YMLU3499211,20FT,2100,UNCT,울산,내항,2025-06-06,2025-06-11,50000,확정 이후 연락
CMAU6490910,20FT,2500,HBCT,부산,내항,2025-06-25,2025-06-29,47000,전화 요망
FSCU9373233,40FT,3900,PNC,부산,외항,2025-06-24,,0,가격 문의 필요
TRIU4531455,40HQ,3900,BPTG,부산,내항,2025-06-23,2025-06-26,42000,확정 이후 연락
EMCU5191866,40FT,3800,PNC,부산,외항,2025-06-16,,0,가격 문의 필요
CMAU1924163,40FT,3900,HBCT,부산,내항,2025-06-13,2025-06-16,45000,확정 이후 연락
ONEU4509359,40HQ,4200,BPTS,부산,내항,2025-06-29,2025-07-02,50000,빠른 픽업 가능
MAEU6607992,20FT,2100,IFT,인천,내항,2025-06-14,2025-06-18,42000,전화 요망
YMLU8118021,40FT,3800,TOC,부산,내항,2025-06-05,2025-06-09,47000,확정 이후 연락
YMLU9047886,40FT,3700,PNCT,평택,내항,2025-06-25,2025-06-30,45000,전화 요망
FSCU8124756,20FT,2400,ICT,인천,내항,2025-06-15,2025-06-20,40000,전화 요망
CMAU1841715,40HQ,4000,JUCT,울산,내항,2025-06-26,2025-06-29,40000,빠른 픽업 가능
HMMU5057615,20FT,2500,DGT,부산,외항,2025-06-08,,0,가격 문의 필요
FSCU3337122,40HQ,4000,JUCT,울산,내항,2025-06-27,2025-07-01,50000,야간 불가
TCLU5113689,40HQ,4100,IGCT,군산,내항,2025-06-29,2025-07-04,40000,전화 요망
TCLU8283519,40HQ,4100,E1CT,인천,내항,2025-06-18,2025-06-21,47000,빠른 픽업 가능
EMCU4881114,40FT,3600,ICT,인천,내항,2025-06-14,2025-06-17,47000,확정 이후 연락
MAEU5300519,20FT,2100,BNCT,부산,외항,2025-06-22,,0,가격 문의 필요
OOLU6253569,40FT,3600,PCTC,평택,내항,2025-06-14,2025-06-18,47000,빠른 픽업 가능
MSCU5044239,20FT,2300,ICT,인천,내항,2025-06-01,2025-06-04,50000,확정 이후 연락
OOLU5879654,40HQ,4100,PCTC,평택,내항,2025-06-29,2025-07-04,47000,확정 이후 연락
FSCU6242537,40FT,3800,SNCT,인천,외항,2025-06-26,,0,가격 문의 필요
TRIU4519574,20FT,2500,HJIT,인천,외항,2025-06-25,,0,가격 문의 필요
CMAU1277452,40FT,3800,DGT,부산,외항,2025-06-27,,0,가격 문의 필요
EMCU2733168,40FT,4000,ICT,인천,내항,2025-06-14,2025-06-19,47000,확정 이후 연락
ONEU4497849,40FT,3800,PNIT,부산,외항,2025-06-02,,0,가격 문의 필요
MAEU8985179,40FT,3900,JUCT,울산,내항,2025-06-09,2025-06-14,42000,야간 불가
